v1,v2
ham,"House-Maid is the murderer coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closedincluding post office..understand?"
ham,"How come u got nothing to do?"
ham,"Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love"
ham,"i want to grasp your pretty booty :)"
ham,"I've got it down to a tea. not sure which flavour"
ham,"I'm going 2 orchard now laready me reaching soon. U reaching?"
ham,"Dear i am not denying your words please"
ham,"You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm"
ham,"COME BACK TO TAMPA FFFFUUUUUUU"
ham,"2 celebrate my båÕday y else?"
ham,"Merry christmas to u too annie!"
ham,"Please tell me you have some of that special stock you were talking about"
ham,"I sent them. Do you like?"
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10 LS1 3AJ"
ham,"Awesome be there in a minute"
ham,"And that is the problem. You walk around in \julianaland\ oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
ham,"I've told you everything will stop. Just dont let her get dehydrated."
ham,"Or I guess  &lt;#&gt;  min"
ham,"I'm home. Ard wat time will u reach?"
ham,"Storming msg: Wen u lift d phne u say \HELLO\ Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \Margaret Hello\ She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person bt not his girlfrnd... G o o d n i g h t . . .@"
ham,"If you want to mapquest it or something look up \usf dogwood drive\ that's the tiny street where the parking lot is"
ham,"Aight should I just plan to come up later tonight?"
ham,"Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad..."
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\ to 89123"
ham,"This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry."
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham,"Sorry I flaked last night shit's seriously goin down with my roommate what you up to tonight?"
ham,"He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh."
ham,"Ranjith cal drpd Deeraj and deepak 5min hold"
ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"
ham,"Hey u still at the gym?"
ham,"She said'' do u mind if I go into the bedroom for a minute ? '' ''OK'' I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife"
ham,"Much better now thanks lol"
ham,"Nothing smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,"Lemme know when I can swing by and pick up I'm free basically any time after 1 all this semester"
ham,"Wa... U so efficient... Gee... Thanx..."
spam,"3. You have received your mobile content. Enjoy"
ham,"S but not able to sleep."
spam,"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min"
ham,"We will meet soon princess! Ttyl!"
ham,"I'll pick you up at about 5.15pm to go to taunton if you still want to come."
ham,"Oh :-)only 4 outside players allowed to play know"
ham,"I anything lor."
ham,"Erutupalam thandiyachu"
ham,"Y cant u try new invention to fly..i'm not joking."
ham,"No..its ful of song lyrics.."
ham,"What do u reckon as need 2 arrange transport if u can't do it thanks"
ham,"True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it."
ham,"Shopping? Eh ger i toking abt syd leh...Haha"
ham,"What not under standing."
ham,"have * good weekend."
ham,"Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins."
ham,"Call me when you get the chance plz &lt;3"
ham,"The new deus ex game comin early next yr"
ham,"My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7"
ham,"My friend she's studying at warwick we've planned to go shopping and to concert tmw but it may be canceled havn't seen  for ages yeah we should get together sometime!"
ham,"Probably a couple hours tops"
ham,"LOL .. *grins* .. I'm not babe but thanks for thinking of me!"
ham,"Man this bus is so so so slow. I think you're gonna get there before me"
ham,"Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day."
ham,"In case you wake up wondering where I am I forgot I have to take care of something for grandma today should be done before the parade"
ham,"Ok"
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£150/Mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,"Nvm take ur time."
ham,"So wat's da decision?"
ham,"Wot is u up 2 then bitch?"
ham,"Stupid.its not possible"
ham,"She told to hr that he want posting in chennai:)because i'm working here:)"
spam,"Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a"
ham,"When are you guys leaving?"
ham,"He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?"
ham,"Not able to do anything."
ham,"ÌÏ takin linear algebra today?"
ham,"This weekend is fine (an excuse not to do too much decorating)"
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson boytoy. I miss you too ... *teasing kiss*"
ham,"Now project pa. After that only i can come."
spam,"Money i have won wining number 946 wot do i do next"
ham,"Sure whenever you show the fuck up &gt;:("
ham,"That was random saw my old roomate on campus. He graduated"
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates play java games Dload polyH music noline rentl. bx420. ip4. 5we. 150pm"
ham,"Men always needs a beautiful intelligent caring loving adjustable cooperative wife. But the law allows only one wife...."
ham,"That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?"
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much but only doing 40mph. Hey ho"
ham,"What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not"
ham,"Hi good mornin.. Thanku wish u d same.."
ham,"DO U WANT 2 MEET UP 2MORRO"
ham,"Actually I decided I was too hungry so I haven't left yet :V"
ham,"I've sent Ì_ my part.."
ham,"Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor."
spam,"I want some cock! My hubby's away I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
ham,"Understand. his loss is my gain :) so do you work? School?"
ham,"HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx"
ham,"Hiya probably coming home * weekend after next"
ham,"Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm."
ham,"I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly."
ham,"Ok both our days. So what are you making for dinner tonite? Am I invited?"
spam,"Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070"
ham,"I have no money 4 steve mate! !"
ham,"IM LATE TELLMISS IM ON MY WAY"
ham,"Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:"
ham,"Normally i use to drink more water daily:)"
ham,"Dare i ask... Any luck with sorting out the car?"
ham,"Party's at my place at usf no charge (but if you can contribute in any way it is greatly appreciated) and yeah we got room for one more"
ham,"Urgh coach hot smells of chip fat! Thanks again especially for the duvet (not a predictive text word)."
ham,"Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?"
spam,"FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv"
ham,"I've been trying to reach him without success"
ham,"when you and derek done with class?"
ham,"Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one..."
ham,"Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL"
ham,"Hey mate. Spoke to the mag people. We‰Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. "
ham,"Hope you are having a good week. Just checking in"
ham,"Haha my friend tyler literally just asked if you could get him a dubsack"
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"
ham,"Great. Have a safe trip. Dont panic surrender all."
ham,"\SYMPTOMS\ when U are in love: \1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
ham,"Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  "
ham,"Try to do something dear. You read something for exams"
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\... good morning dear"
ham,"Gettin rdy to ship comp"
ham,"I am in hospital da. . I will return home in evening"
ham,"PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)"
ham,"Think + da. You wil do."
ham,"I'm awake oh. What's up."
ham,"Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe"
ham,"How much u trying to get?"
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw il come by tht time"
ham,"Tell me again what your address is"
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *WaitU Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?"
ham,"But you were together so you should be thinkin about him"
ham,"hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me."
ham,"At WHAT TIME should i come tomorrow"
spam,"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd"
ham,"\CHA QUITEAMUZING THATåÕSCOOL BABEPROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE \"
ham,"Omg how did u know what I ate?"
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\"
ham,":( but your not here...."
ham,"Not directly behind... Abt 4 rows behind Ì_..."
spam,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066"
spam,"Had your contract mobile 11 Mnths? Latest Motorola Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback no to remove from records"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,"No plans yet. What are you doing ?"
ham,"Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(."
ham,"Not course. Only maths one day one chapter with in one month we can finish."
ham,"Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)"
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022 1x150p/wk"
ham,"Noooooooo please. Last thing I need is stress. For once in your life be fair."
spam,"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm"
spam,"Mila age23 blonde new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
ham,"I'll see if I can swing by in a bit got some things to take care of here firsg"
ham,"I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)"
ham,"Have you not finished work yet or something?"
ham,"Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow"
spam,"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50"
ham,"Right it wasnt you who phoned it was someone with a number like yours!"
ham,"It's ok i wun b angry. Msg u aft i come home tonight."
ham,"I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon"
ham,"Yo sorry was in the shower sup"
ham,"Carlos is down but I have to pick it up from him so I'll swing by usf in a little bit"
ham,"Full heat pa:-) i have applyed oil pa."
ham,"I'm stuck in da middle of da row on da right hand side of da lt... "
ham,"Have you laid your airtel line to rest?"
ham,"Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing "
spam,"FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop"
ham,"\Hey j! r u feeling any better hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx\"
ham,"And I don't plan on staying the night but I prolly won't be back til late"
ham,"THANX 4 PUTTIN DA FONE DOWN ON ME!!"
ham,"I need an 8th but I'm off campus atm could I pick up in an hour or two?"
ham,"Oh... Haha... Den we shld had went today too... Gee nvm la... Kaiez i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,"Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!"
ham,"We live in the next  &lt;#&gt; mins"
ham,"Y de asking like this."
ham,"Just glad to be talking to you."
ham,"Wat time Ì_ finish?"
ham,"Sorry da. I gone mad so many pending works what to do."
ham,"How much you got for cleaning"
ham,"hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30"
spam,"Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B"
ham,"ÌÏ called dad oredi..."
ham,"Good. do you think you could send me some pix? I would love to see your top and bottom..."
ham,"Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh."
ham,"Sorry I'll call later In meeting."
ham,"THIS IS A LONG FUCKIN SHOWR"
ham,"Received understood n acted upon!"
ham,"They finally came to fix the ceiling."
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\ prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
ham,"Jus finish blowing my hair. U finish dinner already?"
ham,"I'm on the bus. Love you"
ham,"Lol ... I knew that .... I saw him in the dollar store"
spam,"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!"
spam,"Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply."
ham,"Only saturday and sunday holiday so its very difficult:)"
ham,"Everybody had fun this evening. Miss you."
ham,"Got hella gas money want to go on a grand nature adventure with galileo in a little bit?"
ham,"I'm in a meeting call me later at"
ham,"Oh wow thats gay. Will firmware update help"
ham,"These won't do. Have to move on to morphine"
ham,"How come i din c Ì_... Yup i cut my hair..."
ham,"K k pa Had your lunch aha."
ham,"Oh ho. Is this the first time u use these type of words"
ham,"Captain vijaykanth is doing comedy in captain tv..he is drunken :)"
ham,"Of course. I guess god's just got me on hold right now."
ham,"Do you hide anythiing or keeping distance from me"
ham,"Havent."
spam,"You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3"
ham,"Sorry i din lock my keypad."
ham,"Did u got that persons story"
ham,"Are you planning to come chennai?"
spam,"We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705"
ham,"God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!"
ham,"We are okay. Going to sleep now. Later"
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like PasswordsATM/SMS PIN thru email. Never share your password with anybody."
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\. . . But don't \DRIVE \"
spam,"A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 "
ham,"Where r e meeting tmr?"
ham,"Lol yes. But it will add some spice to your day."
ham,"Hope you are having a great day."
ham,"Our Prasanth ettans mother passed away last night. Just pray for her and family."
ham,"K I'll work something out"
spam,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04"
ham,"This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age"
ham,"I cant pick the phone right now. Pls send a message"
ham,"You call him and tell now infront of them. Call him now."
ham,"Ok no prob..."
ham,"Ladies first and genus second k ."
ham,"No. Yes please. Been swimming?"
ham,"Mum not going robinson already."
ham,"Ok set let u noe e details later..."
ham,"Not..tel software name.."
ham,"I send the print  outs da."
ham,"IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO "
ham,"When I was born GOD said \Oh No! Another IDIOT\. When you were born GOD said \OH No! COMPETITION\. Who knew one day these two will become FREINDS FOREVER!"
ham,"I didnt get ur full msg..sometext is missing send it again"
ham,"Probably not I'm almost out of gas and I get some cash tomorrow"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so please call 07099833605 to re-schedule. Ref:9280114"
ham,"I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?"
ham,"I'm leaving my house now."
spam,"Hi babe its Chloe how r u? I was smashed on saturday night it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,"ÌÏ ready then call me..."
ham,"Wewa is 130. Iriver 255. All 128 mb."
ham,"It is a good thing I'm now getting the connection to bw"
ham,"Sry da..jst nw only i came to home.."
ham,"That's cool he'll be here all night lemme know when you're around"
ham,"Are you staying in town ?"
ham,"Haha yeah 2 oz is kind of a shitload"
ham,"Ok u can take me shopping when u get paid =D"
ham,"My life Means a lot to me Not because I love my life But because I love the people in my life The world calls them friends I call them my World:-).. Ge:-).."
ham,"Alright we'll bring it to you see you in like  &lt;#&gt;  mins"
ham,"But pls dont play in others life."
ham,"Eatin my lunch..."
ham,"Hmmm.but you should give it on one day.."
ham,"Didn't try g and I decided not to head out"
ham,"Ok no prob"
ham,"Surly ill give it to you:-) while coming to review."
ham,"By march ending i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas"
ham,"Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly."
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,"A guy who gets used but is too dumb to realize it."
ham,"Okey dokey i‰Û÷ll be over in a bit just sorting some stuff out."
ham,"Don no da:)whats you plan?"
ham,"Yes fine "
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,"I liked the new mobile"
ham,"Anytime..."
ham,"Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ..."
ham,"Yar but they say got some error."
ham,"Hey anyway i have to :-)"
ham,"Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later."
ham,"Wif my family booking tour package."
ham,"Did you say bold then torch later. Or one torch and 2bold?"
ham,"Haha awesome I might need to take you up on that what you doin tonight?"
ham,"Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)"
ham,"Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh..."
ham,"Thats cool princess! I will cover your face in hot sticky cum :)"
ham,"Big brother‰Û÷s really scraped the barrel with this shower of social misfits"
ham,"Oops i thk i dun haf enuff... I go check then tell Ì_.."
ham,"S:)8 min to go for lunch:)"
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care give me a call tomorrow."
ham,"K will do addie &amp; I are doing some art so I'll be here when you get home"
ham,"My uncles in Atlanta. Wish you guys a great semester."
ham,"Aiyo... Her lesson so early... I'm still sleepin haha... Okie u go home liao den confirm w me lor..."
ham,"Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer.."
ham,"Yup. Anything lor if u dun wan it's ok..."
ham,"I'm home my love ... If your still awake ... *loving kiss*"
ham,"HELLO PEACH! MY CAKE TASTS LUSH!"
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST then save & activ8. Press 0 key for Arcade. Termsapply"
ham,"There'll be a minor shindig at my place later tonight you interested?"
ham,"Jason says it's cool if we pick some up from his place in like an hour"
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER Get extra free mins/texts. Text YES for a call"
ham,"I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;"
ham,"I've reached already."
ham,"I dont know ask to my brother. Nothing problem some thing that. Just i told ."
ham,"K:)eng rocking in ashes:)"
ham,"Wat time r Ì_ going to xin's hostel?"
ham,"Good Morning my Dear Shijutta........... Have a great &amp; successful day."
spam,"Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase"
ham,"Oh k:)after that placement there ah?"
ham,"Not for possession especially not first offense"
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,"I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?"
ham,"We have pizza if u want"
ham,"I keep seeing weird shit and bein all \woah\ then realising it's actually reasonable and I'm all \oh\"
ham,"Many more happy returns of the day. I wish you happy birthday."
ham,"Ya very nice. . .be ready on thursday"
ham,"I am in hospital da. . I will return home in evening"
ham,"\Thinking of u ;) x\"
spam,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."
ham,"Orh i tot u say she now still dun believe."
ham,"When you just put in the + sign choose my number and the pin will show. Right?"
ham,"The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8"
ham,"Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx"
ham,"If you're still up maybe leave the credit card so I can get gas when I get back like he told me to"
spam,"Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n"
ham,"Well boy am I glad G wasted all night at applebees for nothing"
spam,"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These.."
ham,"Ok lor... Or u wan me go look 4 u?"
ham,"U wan 2 haf lunch i'm in da canteen now."
ham,"Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams.."
ham,"hey looks like I was wrong and one of the kappa guys numbers is still on my phone if you want I can text him and see if he's around"
spam,"URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm"
spam,"Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082"
ham,"I'm home. Doc gave me pain meds says everything is fine."
ham,"It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)"
ham,"Me too! Have a lovely night xxx"
ham,"Prepare to be pleasured :)"
ham,"Hi.:)technical support.providing assistance to us customer through call and email:)"
ham,"if you text on your way to cup stop that should work. And that should be BUS"
ham,"Whens your radio show?"
spam,"Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412"
ham,"I'm not sure if its still available though"
ham,"watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling.."
